name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
topic39,48,22,36,47,38,34,39,31,45,40,38,54,39,84,50,29,41,34,36,53,47,66,58,26,40,55,58,43,20,66,41
topic40,51,49,49,48,58,61,90,38,39,28,27,64,43,33,38,31,40,20,21,33,56,26,38,36,47,53,44,54,21,21,26
topic41,33,27,33,28,45,60,33,64,70,30,26,46,56,44,62,99,81,89,62,62,83,74,137,62,85,116,69,91,144,99,68
topic42,223,221,12,61,225,213,221,167,146,11,61,213,216,217,161,219,15,173,184,226,175,144,135,50,121,155,145,127,136,129,12
topic43,43,51,51,52,56,54,42,55,73,67,74,51,54,32,61,40,50,43,48,51,51,55,40,65,69,33,65,30,9,14,9
topic44,181,134,185,19,70,173,207,116,224,138,12,97,118,218,173,221,137,14,76,154,176,154,39,155,7,56,171,147,138,151,162
topic45,34,59,54,50,69,52,56,49,37,66,126,52,37,36,23,49,63,38,45,44,43,34,29,44,41,59,55,45,24,32,18
topic46,27,92,115,18,28,82,110,25,105,127,153,104,120,77,132,128,178,178,182,223,174,95,120,154,157,135,114,144,133,152,120
topic47,26,32,35,46,43,37,30,47,40,61,86,49,34,47,71,48,45,51,141,66,86,71,119,85,82,36,150,149,111,71,83
topic48,49,40,42,65,79,35,59,40,78,60,47,31,69,25,20,45,43,56,33,67,46,35,65,75,46,21,36,50,29,48,49
topic49,42,226,196,222,219,174,9,28,219,223,218,220,221,10,45,217,177,179,164,136,9,43,133,151,155,153,172,10,38,153,163
